city,industry,category,share_pct,avg_salary,demand_index,growth_pct,education,skills
安阳,有色金属冶炼加工,能源化工,24.0,9300,54.1,1.1,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
安阳,通用设备制造,高端装备制造,15.5,10400,68.3,3.5,大专及以上,机械设计|PLC控制|精益生产|数控编程
安阳,特色农产品种植加工,农业食品,13.4,8300,60.7,2.8,大专及以上,食品工艺|质量检测|农业技术推广|品牌营销
安顺,酒店与民宿服务,文化旅游,20.7,9100,46.7,4.0,大专及以上,旅游产品设计|客户服务|目的地营销|外语能力
安顺,食品加工与饮料制造,农业食品,15.0,8000,44.9,2.5,大专及以上,食品工艺|质量检测|食品安全法规|供应链管理
安顺,再生资源利用,新材料与环保,11.5,13000,55.8,3.2,硕士及以上,材料表征|检测认证|工艺优化|碳中和核算
宜宾,有色金属冶炼加工,能源化工,21.4,9100,66.4,-0.4,大专及以上,化工工艺|电气自动化|冶金工艺|设备维护
宜宾,白酒与酿造,农业食品,21.3,6800,55.2,0.2,大专及以上,质量检测|农业技术推广|食品安全法规|品牌营销
宜宾,工业机器人与自动化,高端装备制造,14.1,9000,65.7,4.4,大专及以上,机械设计|CAD/CAM|精益生产|设备调试
宜昌,酒店与民宿服务,文化旅游,16.2,7700,44.8,2.9,大专及以上,旅游产品设计|酒店运营|外语能力|活动策划
宜昌,石油化工与炼化,能源化工,15.2,12000,54.3,-1.7,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
宜昌,医药研发外包(CRO),生物医药,11.3,11500,77.6,2.1,硕士及以上,药学|分子生物学|临床研究|实验室操作
宜春,再生资源利用,新材料与环保,22.2,11300,74.8,3.4,硕士及以上,环境工程|检测认证|实验室管理|碳中和核算
宜春,中药与健康产品,生物医药,21.5,10200,71.3,1.5,硕士及以上,药学|分子生物学|GMP规范|注册法规
宜春,畜牧与水产养殖,农业食品,17.1,7200,57.0,1.3,大专及以上,食品工艺|农业技术推广|食品安全法规|供应链管理
宝鸡,食品加工与饮料制造,农业食品,18.4,7800,46.5,0.6,大专及以上,食品工艺|农业技术推广|食品安全法规|供应链管理
宝鸡,检验检测与认证,新材料与环保,15.3,12200,55.4,2.2,硕士及以上,材料表征|环境工程|检测认证|实验室管理
宝鸡,轨道交通装备制造,高端装备制造,10.8,9800,72.8,1.3,大专及以上,机械设计|CAD/CAM|精益生产|数控编程
宣城,再生资源利用,新材料与环保,18.8,9600,76.5,6.3,硕士及以上,环境工程|检测认证|工艺优化|实验室管理
宣城,食品加工与饮料制造,农业食品,16.9,7100,53.2,2.2,大专及以上,质量检测|农业技术推广|供应链管理|品牌营销
宣城,工业机器人与自动化,高端装备制造,14.9,10400,72.0,2.5,大专及以上,机械设计|CAD/CAM|PLC控制|数控编程
宿迁,白酒与酿造,农业食品,20.8,6700,66.0,4.0,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
宿迁,工业机器人与自动化,高端装备制造,18.2,8100,69.8,4.8,大专及以上,机械设计|PLC控制|数控编程|设备调试
宿迁,批发零售与商贸流通,商贸零售,13.7,6200,55.6,1.7,大专及以上,电商运营|直播营销|商品采购|跨境贸易
岳阳,特色农产品种植加工,农业食品,22.7,8000,54.4,2.1,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
岳阳,有色金属冶炼加工,能源化工,20.2,10000,68.8,-1.5,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
岳阳,冷链物流,现代物流,18.4,7900,81.9,3.3,大专及以上,供应链管理|仓储运营|路径优化|WMS系统
巴中,畜牧与水产养殖,农业食品,19.7,6200,49.0,3.9,大专及以上,食品工艺|食品安全法规|供应链管理|品牌营销
巴中,康养与休闲度假,文化旅游,14.5,6500,42.1,1.6,大专及以上,旅游产品设计|客户服务|目的地营销|活动策划
巴中,房地产开发经营,建筑地产,12.0,9200,42.2,0.4,大专及以上,结构设计|BIM建模|工程造价|施工管理
巴彦淖尔,煤化工与焦化,能源化工,22.8,10700,50.6,-1.6,大专及以上,DCS控制|电气自动化|安全环保管理|设备维护
巴彦淖尔,白酒与酿造,农业食品,20.1,8100,61.7,3.1,大专及以上,质量检测|农业技术推广|食品安全法规|品牌营销
巴彦淖尔,新材料研发制造,新材料与环保,13.2,12300,54.0,2.6,硕士及以上,材料表征|检测认证|实验室管理|碳中和核算
常州,新能源汽车整车制造,汽车与新能源,20.8,11900,80.0,5.9,本科及以上,三电系统|嵌入式开发|自动驾驶|整车标定
常州,工业机器人与自动化,高端装备制造,19.9,9000,73.3,1.2,大专及以上,CAD/CAM|PLC控制|精益生产|设备调试
常州,光电显示器件制造,半导体电子,19.8,15200,89.0,3.4,本科及以上,电路设计|半导体工艺|嵌入式C|测试验证
常德,轨道交通装备制造,高端装备制造,23.6,9900,57.0,5.8,大专及以上,CAD/CAM|精益生产|数控编程|设备调试
常德,旅行社与旅游产品,文化旅游,19.6,6900,51.9,-0.3,大专及以上,旅游产品设计|客户服务|外语能力|活动策划
常德,白酒与酿造,农业食品,13.0,7100,55.2,3.1,大专及以上,食品工艺|农业技术推广|供应链管理|品牌营销
平凉,轨道交通装备制造,高端装备制造,17.7,7900,59.9,4.2,大专及以上,CAD/CAM|PLC控制|数控编程|设备调试
平凉,电力与热力生产,能源化工,17.1,7800,57.9,-1.1,大专及以上,DCS控制|电气自动化|冶金工艺|设备维护
平凉,食品加工与饮料制造,农业食品,12.7,6800,61.4,2.0,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
平顶山,节能环保工程,新材料与环保,18.2,12200,52.4,4.5,硕士及以上,材料表征|环境工程|工艺优化|碳中和核算
平顶山,轨道交通装备制造,高端装备制造,14.8,11500,69.5,0.9,大专及以上,PLC控制|精益生产|数控编程|设备调试
平顶山,煤化工与焦化,能源化工,14.0,10800,52.7,2.4,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
广安,轨道交通装备制造,高端装备制造,21.3,8100,67.9,3.1,大专及以上,机械设计|CAD/CAM|精益生产|数控编程
广安,港口航运与货代,现代物流,15.7,6500,69.0,3.6,大专及以上,供应链管理|国际货代|路径优化|WMS系统
广安,食品加工与饮料制造,农业食品,15.4,6300,47.3,2.9,大专及以上,食品工艺|质量检测|供应链管理|品牌营销
广州,动力电池与储能,汽车与新能源,14.1,18400,84.4,4.0,本科及以上,三电系统|电池技术|CAN总线|整车标定
广州,动漫游戏制作,文化传媒,12.4,13500,48.5,3.3,本科及以上,短视频剪辑|新媒体运营|视觉设计|数据分析
广州,仓储与供应链管理,现代物流,9.9,12300,60.4,2.7,大专及以上,仓储运营|路径优化|WMS系统|关务合规
广州,专业市场与展会服务,商贸零售,9.7,11800,69.7,-0.3,大专及以上,用户增长|直播营销|商品采购|客户关系管理
广州,互联网平台运营,信息技术,7.5,25200,83.6,6.9,本科及以上,Python|Java|云计算|系统架构
庆阳,有色金属冶炼加工,能源化工,21.4,9800,69.5,0.1,大专及以上,电气自动化|安全环保管理|冶金工艺|设备维护
庆阳,仓储与供应链管理,现代物流,21.3,9000,78.8,4.7,大专及以上,仓储运营|国际货代|路径优化|关务合规
庆阳,畜牧与水产养殖,农业食品,11.7,8400,65.2,1.3,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
廊坊,轨道交通装备制造,高端装备制造,20.2,10000,76.3,1.9,大专及以上,机械设计|精益生产|数控编程|设备调试
廊坊,航空物流与快递,现代物流,18.0,7500,59.1,3.2,大专及以上,供应链管理|仓储运营|路径优化|关务合规
廊坊,云计算与大数据服务,信息技术,11.0,13800,87.7,7.6,本科及以上,Python|Java|机器学习|云计算
延安,有色金属冶炼加工,能源化工,24.4,11200,62.3,0.2,大专及以上,化工工艺|电气自动化|冶金工艺|设备维护
延安,酒店与民宿服务,文化旅游,21.6,8000,46.4,3.6,大专及以上,旅游产品设计|客户服务|目的地营销|活动策划
延安,特色农产品种植加工,农业食品,13.4,7800,67.8,2.4,大专及以上,食品工艺|质量检测|食品安全法规|品牌营销
开封,批发零售与商贸流通,商贸零售,24.3,8800,74.1,3.9,大专及以上,电商运营|商品采购|客户关系管理|跨境贸易
开封,食品加工与饮料制造,农业食品,18.6,8300,55.6,2.8,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
开封,酒店与民宿服务,文化旅游,11.3,8900,44.9,1.2,大专及以上,旅游产品设计|酒店运营|客户服务|目的地营销
张家口,检验检测与认证,新材料与环保,19.6,7900,69.4,2.2,硕士及以上,检测认证|工艺优化|实验室管理|碳中和核算
张家口,石油化工与炼化,能源化工,14.8,7500,52.6,0.1,大专及以上,电气自动化|安全环保管理|冶金工艺|设备维护
张家口,康养与休闲度假,文化旅游,14.4,5500,52.9,2.2,大专及以上,客户服务|目的地营销|外语能力|活动策划
张掖,康养与休闲度假,文化旅游,21.3,8500,48.7,3.4,大专及以上,旅游产品设计|客户服务|目的地营销|外语能力
张掖,新材料研发制造,新材料与环保,15.7,11700,65.7,1.1,硕士及以上,材料表征|环境工程|工艺优化|实验室管理
张掖,畜牧与水产养殖,农业食品,13.0,7800,54.3,1.7,大专及以上,食品工艺|质量检测|农业技术推广|品牌营销
徐州,煤化工与焦化,能源化工,17.9,10300,54.9,-1.0,大专及以上,化工工艺|DCS控制|电气自动化|安全环保管理
徐州,冷链物流,现代物流,17.2,8000,81.5,2.2,大专及以上,供应链管理|仓储运营|国际货代|路径优化
徐州,精密机械加工,高端装备制造,10.3,10800,73.3,4.9,大专及以上,机械设计|CAD/CAM|精益生产|设备调试
德宏,专业市场与展会服务,商贸零售,23.4,6100,74.7,3.3,大专及以上,用户增长|直播营销|客户关系管理|跨境贸易
德宏,食品加工与饮料制造,农业食品,18.3,5500,55.1,2.7,大专及以上,食品工艺|质量检测|食品安全法规|品牌营销
德宏,酒店与民宿服务,文化旅游,14.7,6000,41.1,-1.1,大专及以上,客户服务|目的地营销|外语能力|活动策划
德州,仓储与供应链管理,现代物流,19.2,7800,74.1,5.4,大专及以上,仓储运营|路径优化|WMS系统|关务合规
德州,工业机器人与自动化,高端装备制造,13.3,11700,64.0,6.0,大专及以上,机械设计|PLC控制|数控编程|设备调试
德州,食品加工与饮料制造,农业食品,11.3,7400,66.9,2.3,大专及以上,质量检测|农业技术推广|供应链管理|品牌营销
德阳,新材料研发制造,新材料与环保,20.4,10600,77.8,4.0,硕士及以上,环境工程|检测认证|工艺优化|碳中和核算
德阳,精密机械加工,高端装备制造,15.9,10900,77.9,5.8,大专及以上,机械设计|CAD/CAM|PLC控制|数控编程
德阳,石油化工与炼化,能源化工,14.7,10100,55.2,0.4,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
怀化,冷链物流,现代物流,16.9,7200,60.4,1.6,大专及以上,供应链管理|仓储运营|国际货代|WMS系统
怀化,畜牧与水产养殖,农业食品,16.3,6500,59.0,2.1,大专及以上,食品工艺|农业技术推广|供应链管理|品牌营销
怀化,景区与主题公园运营,文化旅游,10.9,7000,59.4,0.1,大专及以上,旅游产品设计|酒店运营|客户服务|外语能力
惠州,再生资源利用,新材料与环保,25.0,14300,64.7,5.9,硕士及以上,环境工程|工艺优化|实验室管理|碳中和核算
惠州,煤化工与焦化,能源化工,18.2,12900,50.3,0.7,大专及以上,电气自动化|安全环保管理|冶金工艺|设备维护
惠州,集成电路设计与制造,半导体电子,16.0,21400,66.9,7.6,本科及以上,半导体工艺|嵌入式C|版图设计|测试验证
成都,仓储与供应链管理,现代物流,10.3,11900,64.5,4.6,大专及以上,供应链管理|国际货代|路径优化|关务合规
成都,智能网联汽车,汽车与新能源,9.8,16100,65.2,7.3,本科及以上,嵌入式开发|电池技术|CAN总线|整车标定
成都,软件开发与信息服务,信息技术,8.0,23000,90.8,4.0,本科及以上,Python|数据分析|机器学习|云计算
成都,旅行社与旅游产品,文化旅游,6.7,9900,51.1,2.4,大专及以上,旅游产品设计|酒店运营|客户服务|活动策划
成都,职业与技能培训,教育培训,6.3,12600,42.9,-0.3,本科及以上,教学设计|演讲表达|教材编写|学生管理
成都,医疗器械制造,生物医药,5.7,14600,78.1,2.8,硕士及以上,药学|GMP规范|临床研究|注册法规
扬州,精密机械加工,高端装备制造,24.6,10300,68.7,1.5,大专及以上,机械设计|PLC控制|精益生产|设备调试
扬州,旅行社与旅游产品,文化旅游,18.4,8600,53.5,1.7,大专及以上,旅游产品设计|酒店运营|客户服务|活动策划
扬州,特色农产品种植加工,农业食品,16.0,7800,55.2,0.7,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
承德,新材料研发制造,新材料与环保,24.4,8100,60.0,1.5,硕士及以上,材料表征|检测认证|实验室管理|碳中和核算
承德,食品加工与饮料制造,农业食品,24.2,4900,47.4,3.0,大专及以上,质量检测|农业技术推广|食品安全法规|供应链管理
承德,旅行社与旅游产品,文化旅游,13.3,5300,41.3,1.3,大专及以上,旅游产品设计|酒店运营|客户服务|外语能力
抚州,景区与主题公园运营,文化旅游,24.6,7200,52.1,0.2,大专及以上,旅游产品设计|酒店运营|客户服务|外语能力
抚州,中药与健康产品,生物医药,17.6,12000,63.3,2.4,硕士及以上,药学|分子生物学|临床研究|注册法规
抚州,食品加工与饮料制造,农业食品,17.1,7900,48.3,3.4,大专及以上,质量检测|农业技术推广|食品安全法规|品牌营销
抚顺,石油化工与炼化,能源化工,20.9,10300,57.5,0.7,大专及以上,DCS控制|电气自动化|安全环保管理|设备维护
抚顺,再生资源利用,新材料与环保,16.0,10600,61.0,4.7,硕士及以上,检测认证|工艺优化|实验室管理|碳中和核算
抚顺,通用设备制造,高端装备制造,14.0,9900,79.7,0.6,大专及以上,CAD/CAM|PLC控制|精益生产|设备调试
揭阳,石油化工与炼化,能源化工,21.4,8200,65.5,-0.1,大专及以上,化工工艺|DCS控制|安全环保管理|冶金工艺
揭阳,批发零售与商贸流通,商贸零售,16.0,6500,74.1,2.9,大专及以上,电商运营|用户增长|商品采购|客户关系管理
揭阳,白酒与酿造,农业食品,13.8,5700,47.3,1.6,大专及以上,质量检测|农业技术推广|食品安全法规|品牌营销
文山,食品加工与饮料制造,农业食品,22.3,7200,58.7,0.6,大专及以上,质量检测|农业技术推广|食品安全法规|供应链管理
文山,化学药与生物药制造,生物医药,21.8,10900,61.1,2.0,硕士及以上,药学|分子生物学|临床研究|注册法规
文山,康养与休闲度假,文化旅游,13.4,6600,49.9,0.3,大专及以上,酒店运营|目的地营销|外语能力|活动策划
新乡,医药研发外包(CRO),生物医药,22.2,7900,72.5,3.8,硕士及以上,药学|分子生物学|临床研究|实验室操作
新乡,轨道交通装备制造,高端装备制造,17.9,8100,60.6,0.7,大专及以上,机械设计|CAD/CAM|PLC控制|数控编程
新乡,特色农产品种植加工,农业食品,16.4,5500,58.6,2.1,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
无锡,新材料研发制造,新材料与环保,17.9,10600,68.3,5.7,硕士及以上,材料表征|检测认证|实验室管理|碳中和核算
无锡,智能终端组装制造,半导体电子,15.4,17600,85.7,8.7,本科及以上,微电子|电路设计|嵌入式C|版图设计
无锡,互联网平台运营,信息技术,12.1,15800,72.9,7.5,本科及以上,Python|Java|数据分析|机器学习
无锡,通用设备制造,高端装备制造,12.0,11000,62.7,4.1,大专及以上,机械设计|CAD/CAM|PLC控制|数控编程
日照,煤化工与焦化,能源化工,22.9,9200,51.8,1.6,大专及以上,化工工艺|DCS控制|电气自动化|设备维护
日照,港口航运与货代,现代物流,22.0,7500,67.7,3.3,大专及以上,供应链管理|路径优化|WMS系统|关务合规
日照,景区与主题公园运营,文化旅游,12.6,7000,59.9,-0.7,大专及以上,旅游产品设计|客户服务|目的地营销|外语能力
昆明,特色农产品种植加工,农业食品,14.6,8400,56.1,2.9,大专及以上,食品工艺|质量检测|食品安全法规|品牌营销
昆明,冷链物流,现代物流,13.7,8700,80.4,1.5,大专及以上,供应链管理|国际货代|路径优化|关务合规
昆明,景区与主题公园运营,文化旅游,11.3,7300,62.5,1.0,大专及以上,旅游产品设计|酒店运营|客户服务|活动策划
昆明,医药研发外包(CRO),生物医药,9.9,11900,76.7,3.9,硕士及以上,分子生物学|GMP规范|临床研究|实验室操作
晋中,特色农产品种植加工,农业食品,19.7,5800,65.7,3.9,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
晋中,电力与热力生产,能源化工,19.2,7600,69.0,0.2,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
晋中,景区与主题公园运营,文化旅游,15.7,6300,41.6,0.4,大专及以上,旅游产品设计|酒店运营|客户服务|外语能力
晋城,检验检测与认证,新材料与环保,22.9,10100,60.9,2.1,硕士及以上,材料表征|环境工程|工艺优化|实验室管理
晋城,精密机械加工,高端装备制造,16.4,9800,63.1,5.3,大专及以上,机械设计|CAD/CAM|数控编程|设备调试
晋城,有色金属冶炼加工,能源化工,14.4,8800,69.9,1.6,大专及以上,DCS控制|安全环保管理|冶金工艺|设备维护
普洱,医疗器械制造,生物医药,20.8,9500,84.8,2.4,硕士及以上,药学|分子生物学|GMP规范|注册法规
普洱,旅行社与旅游产品,文化旅游,15.3,6800,48.7,1.9,大专及以上,旅游产品设计|酒店运营|客户服务|目的地营销
普洱,食品加工与饮料制造,农业食品,13.2,6600,51.1,1.2,大专及以上,质量检测|农业技术推广|食品安全法规|供应链管理
景德镇,酒店与民宿服务,文化旅游,16.5,4500,66.4,0.8,大专及以上,旅游产品设计|酒店运营|目的地营销|外语能力
景德镇,通用设备制造,高端装备制造,15.3,6900,78.3,2.3,大专及以上,CAD/CAM|PLC控制|精益生产|设备调试
景德镇,动漫游戏制作,文化传媒,13.2,5700,60.6,4.6,本科及以上,内容策划|短视频剪辑|新媒体运营|数据分析
曲靖,有色金属冶炼加工,能源化工,18.7,8200,49.8,0.2,大专及以上,DCS控制|电气自动化|安全环保管理|设备维护
曲靖,工业机器人与自动化,高端装备制造,16.7,9200,60.2,0.5,大专及以上,CAD/CAM|PLC控制|数控编程|设备调试
曲靖,白酒与酿造,农业食品,10.9,6000,55.4,1.9,大专及以上,农业技术推广|食品安全法规|供应链管理|品牌营销
本溪,医疗器械制造,生物医药,24.9,14100,65.8,5.6,硕士及以上,分子生物学|GMP规范|临床研究|注册法规
本溪,煤化工与焦化,能源化工,21.2,11700,63.0,0.9,大专及以上,化工工艺|电气自动化|安全环保管理|设备维护
本溪,再生资源利用,新材料与环保,11.2,14600,77.2,4.6,硕士及以上,材料表征|工艺优化|实验室管理|碳中和核算
杭州,证券与基金服务,金融商务,17.7,28100,67.4,3.6,本科及以上,风险控制|数据建模|投资研究|商务谈判
杭州,批发零售与商贸流通,商贸零售,14.8,15100,70.8,0.2,大专及以上,用户增长|商品采购|客户关系管理|跨境贸易
杭州,影视与短视频内容,文化传媒,14.8,17200,57.3,0.2,本科及以上,内容策划|短视频剪辑|新媒体运营|数据分析
杭州,人工智能与算法服务,信息技术,13.2,30600,82.7,4.3,本科及以上,Python|Java|云计算|系统架构
松原,有色金属冶炼加工,能源化工,19.4,11600,55.1,-0.9,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
松原,再生资源利用,新材料与环保,15.3,11500,67.3,2.0,硕士及以上,材料表征|环境工程|实验室管理|碳中和核算
松原,食品加工与饮料制造,农业食品,9.8,8000,57.5,0.4,大专及以上,食品工艺|农业技术推广|食品安全法规|供应链管理
柳州,冷链物流,现代物流,21.7,9200,78.8,3.5,大专及以上,供应链管理|国际货代|WMS系统|关务合规
柳州,轨道交通装备制造,高端装备制造,19.8,11100,68.2,1.3,大专及以上,机械设计|CAD/CAM|PLC控制|设备调试
柳州,智能网联汽车,汽车与新能源,17.1,12500,72.8,5.7,本科及以上,嵌入式开发|CAN总线|自动驾驶|整车标定
株洲,仓储与供应链管理,现代物流,26.6,7200,78.1,5.1,大专及以上,供应链管理|国际货代|路径优化|WMS系统
株洲,智能终端组装制造,半导体电子,17.2,13000,82.4,6.2,本科及以上,微电子|嵌入式C|版图设计|测试验证
株洲,工业机器人与自动化,高端装备制造,16.1,9900,75.0,2.7,大专及以上,机械设计|CAD/CAM|数控编程|设备调试
桂林,旅行社与旅游产品,文化旅游,24.8,6300,66.0,-0.9,大专及以上,旅游产品设计|酒店运营|目的地营销|活动策划
桂林,白酒与酿造,农业食品,19.2,6300,61.9,3.7,大专及以上,质量检测|农业技术推广|食品安全法规|品牌营销
桂林,轨道交通装备制造,高端装备制造,17.2,8500,78.5,2.3,大专及以上,机械设计|CAD/CAM|数控编程|设备调试
梅州,仓储与供应链管理,现代物流,19.9,9400,67.7,2.8,大专及以上,仓储运营|国际货代|WMS系统|关务合规
梅州,特色农产品种植加工,农业食品,16.4,7600,44.5,1.6,大专及以上,食品工艺|质量检测|农业技术推广|供应链管理
梅州,酒店与民宿服务,文化旅游,11.8,8500,49.3,-0.3,大专及以上,酒店运营|客户服务|外语能力|活动策划
梧州,白酒与酿造,农业食品,22.1,6900,63.8,1.9,大专及以上,质量检测|农业技术推广|食品安全法规|供应链管理
梧州,冷链物流,现代物流,17.5,8200,79.3,2.0,大专及以上,供应链管理|路径优化|WMS系统|关务合规
梧州,检验检测与认证,新材料与环保,17.2,10400,65.6,5.5,硕士及以上,材料表征|环境工程|检测认证|碳中和核算
榆林,食品加工与饮料制造,农业食品,21.0,6300,50.7,0.6,大专及以上,食品工艺|质量检测|农业技术推广|供应链管理
榆林,检验检测与认证,新材料与环保,20.2,8500,68.4,5.3,硕士及以上,材料表征|检测认证|工艺优化|碳中和核算
榆林,有色金属冶炼加工,能源化工,18.5,8300,57.7,0.4,大专及以上,化工工艺|DCS控制|电气自动化|安全环保管理
武威,酒店与民宿服务,文化旅游,21.9,7000,62.9,2.6,大专及以上,旅游产品设计|客户服务|外语能力|活动策划
武威,特色农产品种植加工,农业食品,12.9,7900,51.7,2.7,大专及以上,农业技术推广|食品安全法规|供应链管理|品牌营销
武威,新材料研发制造,新材料与环保,12.9,11500,67.4,4.9,硕士及以上,检测认证|工艺优化|实验室管理|碳中和核算
武汉,集成电路设计与制造,半导体电子,10.8,22900,79.9,5.1,本科及以上,微电子|半导体工艺|版图设计|测试验证
武汉,职业与技能培训,教育培训,9.5,12400,44.7,-2.3,本科及以上,课程研发|教育心理学|教材编写|学生管理
武汉,医药研发外包(CRO),生物医药,7.3,15200,75.6,4.7,硕士及以上,分子生物学|GMP规范|实验室操作|注册法规
武汉,航空物流与快递,现代物流,6.3,13000,58.7,1.7,大专及以上,仓储运营|国际货代|路径优化|关务合规
武汉,汽车零部件制造,汽车与新能源,5.8,18400,65.4,4.7,本科及以上,嵌入式开发|电池技术|CAN总线|自动驾驶
武汉,互联网平台运营,信息技术,4.9,20100,68.4,6.1,本科及以上,Python|Java|机器学习|云计算
毕节,康养与休闲度假,文化旅游,19.2,6200,59.5,1.1,大专及以上,旅游产品设计|目的地营销|外语能力|活动策划
毕节,畜牧与水产养殖,农业食品,17.1,7500,46.6,2.1,大专及以上,食品工艺|质量检测|食品安全法规|品牌营销
毕节,电力与热力生产,能源化工,15.3,8600,58.9,2.9,大专及以上,化工工艺|DCS控制|电气自动化|冶金工艺
永州,畜牧与水产养殖,农业食品,21.4,8200,50.6,2.9,大专及以上,食品工艺|质量检测|食品安全法规|品牌营销
永州,酒店与民宿服务,文化旅游,20.0,8400,62.2,2.1,大专及以上,旅游产品设计|客户服务|目的地营销|外语能力
永州,工业机器人与自动化,高端装备制造,14.2,10300,64.2,4.7,大专及以上,机械设计|CAD/CAM|精益生产|设备调试
汉中,工业机器人与自动化,高端装备制造,22.9,11300,56.7,4.8,大专及以上,机械设计|PLC控制|精益生产|设备调试
汉中,畜牧与水产养殖,农业食品,21.6,7400,53.2,0.9,大专及以上,食品工艺|质量检测|食品安全法规|供应链管理
汉中,旅行社与旅游产品,文化旅游,17.4,8100,52.8,2.3,大专及以上,酒店运营|客户服务|外语能力|活动策划
汕头,影视与短视频内容,文化传媒,19.7,9900,69.3,4.6,本科及以上,短视频剪辑|新媒体运营|视觉设计|数据分析
汕头,轨道交通装备制造,高端装备制造,14.9,11000,79.0,4.2,大专及以上,CAD/CAM|PLC控制|精益生产|设备调试
汕头,专业市场与展会服务,商贸零售,9.1,8500,56.3,2.2,大专及以上,电商运营|用户增长|商品采购|跨境贸易
江门,检验检测与认证,新材料与环保,20.9,10600,59.5,5.2,硕士及以上,材料表征|检测认证|实验室管理|碳中和核算
江门,工业机器人与自动化,高端装备制造,19.1,9300,60.3,3.5,大专及以上,机械设计|CAD/CAM|PLC控制|数控编程
江门,旅行社与旅游产品,文化旅游,10.9,6600,57.1,1.9,大专及以上,旅游产品设计|酒店运营|客户服务|外语能力
池州,食品加工与饮料制造,农业食品,20.2,7000,44.4,3.4,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
池州,酒店与民宿服务,文化旅游,14.1,6700,66.0,-0.9,大专及以上,酒店运营|客户服务|目的地营销|外语能力
池州,检验检测与认证,新材料与环保,13.3,10700,75.6,2.0,硕士及以上,环境工程|检测认证|实验室管理|碳中和核算
沈阳,轨道交通装备制造,高端装备制造,16.3,9800,69.6,2.6,大专及以上,CAD/CAM|精益生产|数控编程|设备调试
沈阳,航空物流与快递,现代物流,15.9,7200,62.0,2.1,大专及以上,供应链管理|仓储运营|路径优化|WMS系统
沈阳,动力电池与储能,汽车与新能源,12.1,11100,67.6,2.7,本科及以上,三电系统|电池技术|CAN总线|整车标定
沈阳,电子元器件制造,半导体电子,9.6,14900,70.1,6.4,本科及以上,电路设计|半导体工艺|嵌入式C|测试验证
沧州,电力与热力生产,能源化工,19.8,9800,56.0,0.2,大专及以上,电气自动化|安全环保管理|冶金工艺|设备维护
沧州,精密机械加工,高端装备制造,15.7,9800,65.2,1.8,大专及以上,机械设计|CAD/CAM|PLC控制|精益生产
沧州,港口航运与货代,现代物流,14.4,8000,70.4,3.1,大专及以上,供应链管理|仓储运营|路径优化|WMS系统
河池,食品加工与饮料制造,农业食品,23.5,5800,65.5,2.9,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
河池,旅行社与旅游产品,文化旅游,17.1,6400,58.2,-1.0,大专及以上,旅游产品设计|客户服务|外语能力|活动策划
河池,电力与热力生产,能源化工,11.7,7700,50.4,2.8,大专及以上,DCS控制|电气自动化|安全环保管理|冶金工艺
河源,康养与休闲度假,文化旅游,21.9,6700,41.9,1.6,大专及以上,旅游产品设计|客户服务|外语能力|活动策划
河源,特色农产品种植加工,农业食品,18.3,8200,48.4,1.8,大专及以上,食品工艺|质量检测|供应链管理|品牌营销
河源,新材料研发制造,新材料与环保,16.9,11400,68.6,3.4,硕士及以上,环境工程|工艺优化|实验室管理|碳中和核算
泉州,畜牧与水产养殖,农业食品,20.1,6700,61.1,3.8,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
泉州,跨境贸易与出海,商贸零售,18.0,6800,65.8,0.2,大专及以上,电商运营|用户增长|客户关系管理|跨境贸易
泉州,工业机器人与自动化,高端装备制造,11.1,8700,57.0,5.4,大专及以上,机械设计|CAD/CAM|PLC控制|精益生产
泰安,新材料研发制造,新材料与环保,18.3,11000,56.5,2.8,硕士及以上,材料表征|环境工程|检测认证|实验室管理
泰安,旅行社与旅游产品,文化旅游,16.4,8400,54.2,-1.2,大专及以上,旅游产品设计|客户服务|外语能力|活动策划
泰安,通用设备制造,高端装备制造,9.6,11500,64.9,4.4,大专及以上,PLC控制|精益生产|数控编程|设备调试
泸州,仓储与供应链管理,现代物流,24.7,7200,66.5,2.5,大专及以上,仓储运营|路径优化|WMS系统|关务合规
泸州,白酒与酿造,农业食品,18.6,7400,62.8,0.9,大专及以上,农业技术推广|食品安全法规|供应链管理|品牌营销
泸州,电力与热力生产,能源化工,18.4,8500,66.4,-1.4,大专及以上,化工工艺|电气自动化|安全环保管理|冶金工艺
